Total Nacional;Comunidades y Ciudades Autónomas;Ámbito de estudio;Tasas de actividad, empleo y paro;Total
Total nacional;Galicia;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de actividad;97,9
Total nacional;Galicia;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de empleo;93,7
Total nacional;Galicia;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de paro;4,3
Total nacional;Galicia;Ingeniería y profesiones afines;Tasa de actividad;97,9
Total nacional;Galicia;Ingeniería y profesiones afines;Tasa de empleo;95,0
Total nacional;Galicia;Ingeniería y profesiones afines;Tasa de paro;3,0
Total nacional;Galicia;Industria manufacturera y producción;Tasa de actividad;100,0
Total nacional;Galicia;Industria manufacturera y producción;Tasa de empleo;81,8
Total nacional;Galicia;Industria manufacturera y producción;Tasa de paro;18,2
Total nacional;Galicia;Arquitectura y construcción;Tasa de actividad;97,5
Total nacional;Galicia;Arquitectura y construcción;Tasa de empleo;92,6
Total nacional;Galicia;Arquitectura y construcción;Tasa de paro;5,1
Total nacional;Galicia;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de actividad;93,0
Total nacional;Galicia;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de empleo;84,9
Total nacional;Galicia;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de paro;8,7
Total nacional;Galicia;Agricultura y ganadería;Tasa de actividad;85,9
Total nacional;Galicia;Agricultura y ganadería;Tasa de empleo;78,3
Total nacional;Galicia;Agricultura y ganadería;Tasa de paro;8,9
Total nacional;Galicia;Silvicultura;Tasa de actividad;97,1
Total nacional;Galicia;Silvicultura;Tasa de empleo;89,0
Total nacional;Galicia;Silvicultura;Tasa de paro;8,4
Total nacional;Galicia;Veterinaria;Tasa de actividad;94,1
Total nacional;Galicia;Veterinaria;Tasa de empleo;85,5
Total nacional;Galicia;Veterinaria;Tasa de paro;9,1
Total nacional;Galicia;09 - SALUD Y SERVICIOS SOCIALES;Tasa de actividad;95,6
Total nacional;Galicia;09 - SALUD Y SERVICIOS SOCIALES;Tasa de empleo;91,5
Total nacional;Galicia;09 - SALUD Y SERVICIOS SOCIALES;Tasa de paro;4,3
Total nacional;Galicia;Medicina;Tasa de actividad;96,4
Total nacional;Galicia;Medicina;Tasa de empleo;94,7
Total nacional;Galicia;Medicina;Tasa de paro;1,7
Total nacional;Galicia;Enfermería;Tasa de actividad;94,3
Total nacional;Galicia;Enfermería;Tasa de empleo;89,9
Total nacional;Galicia;Enfermería;Tasa de paro;4,7
Total nacional;Galicia;Salud (Otros estudios);Tasa de actividad;98,5
Total nacional;Galicia;Salud (Otros estudios);Tasa de empleo;95,0
Total nacional;Galicia;Salud (Otros estudios);Tasa de paro;3,6
Total nacional;Galicia;Servicios sociales;Tasa de actividad;87,5
Total nacional;Galicia;Servicios sociales;Tasa de empleo;76,8
Total nacional;Galicia;Servicios sociales;Tasa de paro;12,2
Total nacional;Galicia;10 - SERVICIOS;Tasa de actividad;89,1
Total nacional;Galicia;10 - SERVICIOS;Tasa de empleo;80,0
Total nacional;Galicia;10 - SERVICIOS;Tasa de paro;10,1
Total nacional;Galicia;Actividades físicas y deportivas;Tasa de actividad;83,9
Total nacional;Galicia;Actividades físicas y deportivas;Tasa de empleo;74,1
Total nacional;Galicia;Actividades físicas y deportivas;Tasa de paro;11,7
Total nacional;Galicia;Viajes, turismo y ocio;Tasa de actividad;97,5
Total nacional;Galicia;Viajes, turismo y ocio;Tasa de empleo;89,0
Total nacional;Galicia;Viajes, turismo y ocio;Tasa de paro;8,8
Total nacional;Galicia;Servicios (Otros estudios);Tasa de actividad;100,0
Total nacional;Galicia;Servicios (Otros estudios);Tasa de empleo;94,9
Total nacional;Galicia;Servicios (Otros estudios);Tasa de paro;5,1
Total nacional;Madrid, Comunidad de;TOTAL;Tasa de actividad;95,1
Total nacional;Madrid, Comunidad de;TOTAL;Tasa de empleo;89,0
Total nacional;Madrid, Comunidad de;TOTAL;Tasa de paro;6,4
Total nacional;Madrid, Comunidad de;01 - EDUCACIÓN;Tasa de actividad;94,9
Total nacional;Madrid, Comunidad de;01 - EDUCACIÓN;Tasa de empleo;84,0
Total nacional;Madrid, Comunidad de;01 - EDUCACIÓN;Tasa de paro;11,5
Total nacional;Madrid, Comunidad de;Formación de docentes de enseñanza infantil;Tasa de actividad;94,2
Total nacional;Madrid, Comunidad de;Formación de docentes de enseñanza infantil;Tasa de empleo;79,5
Total nacional;Madrid, Comunidad de;Formación de docentes de enseñanza infantil;Tasa de paro;15,7
Total nacional;Madrid, Comunidad de;Formación de docentes de enseñanza primaria;Tasa de actividad;95,1
Total nacional;Madrid, Comunidad de;Formación de docentes de enseñanza primaria;Tasa de empleo;85,4
Total nacional;Madrid, Comunidad de;Formación de docentes de enseñanza primaria;Tasa de paro;10,2
Total nacional;Madrid, Comunidad de;Educación (Otros estudios);Tasa de actividad;95,8
Total nacional;Madrid, Comunidad de;Educación (Otros estudios);Tasa de empleo;91,7
Total nacional;Madrid, Comunidad de;Educación (Otros estudios);Tasa de paro;4,4
Total nacional;Madrid, Comunidad de;02 - ARTES Y HUMANIDADES;Tasa de actividad;89,3
Total nacional;Madrid, Comunidad de;02 - ARTES Y HUMANIDADES;Tasa de empleo;77,9
Total nacional;Madrid, Comunidad de;02 - ARTES Y HUMANIDADES;Tasa de paro;12,8
Total nacional;Madrid, Comunidad de;Técnicas audiovisuales y medios de comunicación;Tasa de actividad;98,2
Total nacional;Madrid, Comunidad de;Técnicas audiovisuales y medios de comunicación;Tasa de empleo;85,9
Total nacional;Madrid, Comunidad de;Técnicas audiovisuales y medios de comunicación;Tasa de paro;12,6
Total nacional;Madrid, Comunidad de;Artes (Otros estudios);Tasa de actividad;83,0
Total nacional;Madrid, Comunidad de;Artes (Otros estudios);Tasa de empleo;72,0
Total nacional;Madrid, Comunidad de;Artes (Otros estudios);Tasa de paro;13,3
Total nacional;Madrid, Comunidad de;Humanidades;Tasa de actividad;84,5
Total nacional;Madrid, Comunidad de;Humanidades;Tasa de empleo;70,5
Total nacional;Madrid, Comunidad de;Humanidades;Tasa de paro;16,5
Total nacional;Madrid, Comunidad de;Lenguas;Tasa de actividad;89,7
Total nacional;Madrid, Comunidad de;Lenguas;Tasa de empleo;80,3
Total nacional;Madrid, Comunidad de;Lenguas;Tasa de paro;10,5
Total nacional;Madrid, Comunidad de;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de actividad;96,5
Total nacional;Madrid, Comunidad de;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de empleo;88,7
Total nacional;Madrid, Comunidad de;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de paro;8,0
Total nacional;Madrid, Comunidad de;Economía;Tasa de actividad;94,9
Total nacional;Madrid, Comunidad de;Economía;Tasa de empleo;89,0
Total nacional;Madrid, Comunidad de;Economía;Tasa de paro;6,2
Total nacional;Madrid, Comunidad de;Psicología;Tasa de actividad;95,1
Total nacional;Madrid, Comunidad de;Psicología;Tasa de empleo;86,6
Total nacional;Madrid, Comunidad de;Psicología;Tasa de paro;9,0
Total nacional;Madrid, Comunidad de;Ciencias sociales y del comportamiento (Otros estudios);Tasa de actividad;94,7
Total nacional;Madrid, Comunidad de;Ciencias sociales y del comportamiento (Otros estudios);Tasa de empleo;87,7
Total nacional;Madrid, Comunidad de;Ciencias sociales y del comportamiento (Otros estudios);Tasa de paro;7,4
Total nacional;Madrid, Comunidad de;Periodismo y documentación;Tasa de actividad;99,4
Total nacional;Madrid, Comunidad de;Periodismo y documentación;Tasa de empleo;90,8
Total nacional;Madrid, Comunidad de;Periodismo y documentación;Tasa de paro;8,6
Total nacional;Madrid, Comunidad de;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de actividad;93,9
Total nacional;Madrid, Comunidad de;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de empleo;89,2
Total nacional;Madrid, Comunidad de;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de paro;5,0
Total nacional;Madrid, Comunidad de;Dirección y administración;Tasa de actividad;96,4
Total nacional;Madrid, Comunidad de;Dirección y administración;Tasa de empleo;93,1
Total nacional;Madrid, Comunidad de;Dirección y administración;Tasa de paro;3,5
Total nacional;Madrid, Comunidad de;Negocios y administración (Otros estudios);Tasa de actividad;96,4
Total nacional;Madrid, Comunidad de;Negocios y administración (Otros estudios);Tasa de empleo;92,6
Total nacional;Madrid, Comunidad de;Negocios y administración (Otros estudios);Tasa de paro;3,8
Total nacional;Madrid, Comunidad de;Derecho;Tasa de actividad;90,3
Total nacional;Madrid, Comunidad de;Derecho;Tasa de empleo;83,8
Total nacional;Madrid, Comunidad de;Derecho;Tasa de paro;7,2
Total nacional;Madrid, Comunidad de;05 - CIENCIAS;Tasa de actividad;94,1
Total nacional;Madrid, Comunidad de;05 - CIENCIAS;Tasa de empleo;87,6
Total nacional;Madrid, Comunidad de;05 - CIENCIAS;Tasa de paro;6,9
Total nacional;Madrid, Comunidad de;Ciencias de la vida;Tasa de actividad;94,0
Total nacional;Madrid, Comunidad de;Ciencias de la vida;Tasa de empleo;85,7
Total nacional;Madrid, Comunidad de;Ciencias de la vida;Tasa de paro;8,9
Total nacional;Madrid, Comunidad de;Medio ambiente;Tasa de actividad;93,2
Total nacional;Madrid, Comunidad de;Medio ambiente;Tasa de empleo;92,0
Total nacional;Madrid, Comunidad de;Medio ambiente;Tasa de paro;1,3
Total nacional;Madrid, Comunidad de;Ciencias químicas, físicas y geológicas;Tasa de actividad;94,7
Total nacional;Madrid, Comunidad de;Ciencias químicas, físicas y geológicas;Tasa de empleo;87,7
Total nacional;Madrid, Comunidad de;Ciencias químicas, físicas y geológicas;Tasa de paro;7,4
Total nacional;Madrid, Comunidad de;Matemáticas y estadística;Tasa de actividad;93,6
Total nacional;Madrid, Comunidad de;Matemáticas y estadística;Tasa de empleo;90,5
Total nacional;Madrid, Comunidad de;Matemáticas y estadística;Tasa de paro;3,3
Total nacional;Madrid, Comunidad de;06 - INFORMÁTICA;Tasa de actividad;97,6
Total nacional;Madrid, Comunidad de;06 - INFORMÁTICA;Tasa de empleo;97,6
Total nacional;Madrid, Comunidad de;06 - INFORMÁTICA;Tasa de paro;0,0
Total nacional;Madrid, Comunidad de;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de actividad;97,1
Total nacional;Madrid, Comunidad de;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de empleo;93,2
Total nacional;Madrid, Comunidad de;07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN;Tasa de paro;4,0
Total nacional;Madrid, Comunidad de;Ingeniería y profesiones afines;Tasa de actividad;97,0
Total nacional;Madrid, Comunidad de;Ingeniería y profesiones afines;Tasa de empleo;94,7
Total nacional;Madrid, Comunidad de;Ingeniería y profesiones afines;Tasa de paro;2,4
Total nacional;Madrid, Comunidad de;Industria manufacturera y producción;Tasa de actividad;95,5
Total nacional;Madrid, Comunidad de;Industria manufacturera y producción;Tasa de empleo;91,1
Total nacional;Madrid, Comunidad de;Industria manufacturera y producción;Tasa de paro;4,5
Total nacional;Madrid, Comunidad de;Arquitectura y construcción;Tasa de actividad;97,3
Total nacional;Madrid, Comunidad de;Arquitectura y construcción;Tasa de empleo;91,4
Total nacional;Madrid, Comunidad de;Arquitectura y construcción;Tasa de paro;6,1
Total nacional;Madrid, Comunidad de;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de actividad;93,0
Total nacional;Madrid, Comunidad de;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de empleo;89,3
Total nacional;Madrid, Comunidad de;08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA;Tasa de paro;4,0
Total nacional;Madrid, Comunidad de;Agricultura y ganadería;Tasa de actividad;94,0
Total nacional;Madrid, Comunidad de;Agricultura y ganadería;Tasa de empleo;85,9
Total nacional;Madrid, Comunidad de;Agricultura y ganadería;Tasa de paro;8,6
Total nacional;Madrid, Comunidad de;Silvicultura;Tasa de actividad;94,6
Total nacional;Madrid, Comunidad de;Silvicultura;Tasa de empleo;90,0
Total nacional;Madrid, Comunidad de;Silvicultura;Tasa de paro;4,8
Total nacional;Madrid, Comunidad de;Veterinaria;Tasa de actividad;92,0
Total nacional;Madrid, Comunidad de;Veterinaria;Tasa de empleo;90,6
Total nacional;Madrid, Comunidad de;Veterinaria;Tasa de paro;1,5
Total nacional;Madrid, Comunidad de;09 - SALUD Y SERVICIOS SOCIALES;Tasa de actividad;96,8
Total nacional;Madrid, Comunidad de;09 - SALUD Y SERVICIOS SOCIALES;Tasa de empleo;94,3
Total nacional;Madrid, Comunidad de;09 - SALUD Y SERVICIOS SOCIALES;Tasa de paro;2,6
Total nacional;Madrid, Comunidad de;Medicina;Tasa de actividad;95,4
Total nacional;Madrid, Comunidad de;Medicina;Tasa de empleo;95,4
Total nacional;Madrid, Comunidad de;Medicina;Tasa de paro;0,0
Total nacional;Madrid, Comunidad de;Enfermería;Tasa de actividad;95,7
Total nacional;Madrid, Comunidad de;Enfermería;Tasa de empleo;92,8
Total nacional;Madrid, Comunidad de;Enfermería;Tasa de paro;3,0
Total nacional;Madrid, Comunidad de;Salud (Otros estudios);Tasa de actividad;97,6
Total nacional;Madrid, Comunidad de;Salud (Otros estudios);Tasa de empleo;94,9
Total nacional;Madrid, Comunidad de;Salud (Otros estudios);Tasa de paro;2,8
Total nacional;Madrid, Comunidad de;Servicios sociales;Tasa de actividad;98,7
Total nacional;Madrid, Comunidad de;Servicios sociales;Tasa de empleo;94,8
Total nacional;Madrid, Comunidad de;Servicios sociales;Tasa de paro;3,9
Total nacional;Madrid, Comunidad de;10 - SERVICIOS;Tasa de actividad;94,8
Total nacional;Madrid, Comunidad de;10 - SERVICIOS;Tasa de empleo;85,3
Total nacional;Madrid, Comunidad de;10 - SERVICIOS;Tasa de paro;10,0
Total nacional;Madrid, Comunidad de;Actividades físicas y deportivas;Tasa de actividad;97,4
Total nacional;Madrid, Comunidad de;Actividades físicas y deportivas;Tasa de empleo;89,7
Total nacional;Madrid, Comunidad de;Actividades físicas y deportivas;Tasa de paro;7,8
Total nacional;Madrid, Comunidad de;Viajes, turismo y ocio;Tasa de actividad;92,2
Total nacional;Madrid, Comunidad de;Viajes, turismo y ocio;Tasa de empleo;79,3
Total nacional;Madrid, Comunidad de;Viajes, turismo y ocio;Tasa de paro;14,0
Total nacional;Madrid, Comunidad de;Servicios (Otros estudios);Tasa de actividad;94,9
Total nacional;Madrid, Comunidad de;Servicios (Otros estudios);Tasa de empleo;94,9
Total nacional;Madrid, Comunidad de;Servicios (Otros estudios);Tasa de paro;0,0
Total nacional;Murcia, Región de;TOTAL;Tasa de actividad;91,8
Total nacional;Murcia, Región de;TOTAL;Tasa de empleo;83,9
Total nacional;Murcia, Región de;TOTAL;Tasa de paro;8,6
Total nacional;Murcia, Región de;01 - EDUCACIÓN;Tasa de actividad;92,5
Total nacional;Murcia, Región de;01 - EDUCACIÓN;Tasa de empleo;76,4
Total nacional;Murcia, Región de;01 - EDUCACIÓN;Tasa de paro;17,4
Total nacional;Murcia, Región de;Formación de docentes de enseñanza infantil;Tasa de actividad;95,4
Total nacional;Murcia, Región de;Formación de docentes de enseñanza infantil;Tasa de empleo;78,5
Total nacional;Murcia, Región de;Formación de docentes de enseñanza infantil;Tasa de paro;17,7
Total nacional;Murcia, Región de;Formación de docentes de enseñanza primaria;Tasa de actividad;91,1
Total nacional;Murcia, Región de;Formación de docentes de enseñanza primaria;Tasa de empleo;76,1
Total nacional;Murcia, Región de;Formación de docentes de enseñanza primaria;Tasa de paro;16,4
Total nacional;Murcia, Región de;Educación (Otros estudios);Tasa de actividad;92,5
Total nacional;Murcia, Región de;Educación (Otros estudios);Tasa de empleo;74,0
Total nacional;Murcia, Región de;Educación (Otros estudios);Tasa de paro;20,0
Total nacional;Murcia, Región de;02 - ARTES Y HUMANIDADES;Tasa de actividad;85,4
Total nacional;Murcia, Región de;02 - ARTES Y HUMANIDADES;Tasa de empleo;76,2
Total nacional;Murcia, Región de;02 - ARTES Y HUMANIDADES;Tasa de paro;10,8
Total nacional;Murcia, Región de;Técnicas audiovisuales y medios de comunicación;Tasa de actividad;90,8
Total nacional;Murcia, Región de;Técnicas audiovisuales y medios de comunicación;Tasa de empleo;77,7
Total nacional;Murcia, Región de;Técnicas audiovisuales y medios de comunicación;Tasa de paro;14,4
Total nacional;Murcia, Región de;Artes (Otros estudios);Tasa de actividad;85,6
Total nacional;Murcia, Región de;Artes (Otros estudios);Tasa de empleo;71,7
Total nacional;Murcia, Región de;Artes (Otros estudios);Tasa de paro;16,3
Total nacional;Murcia, Región de;Humanidades;Tasa de actividad;90,8
Total nacional;Murcia, Región de;Humanidades;Tasa de empleo;77,4
Total nacional;Murcia, Región de;Humanidades;Tasa de paro;14,7
Total nacional;Murcia, Región de;Lenguas;Tasa de actividad;82,7
Total nacional;Murcia, Región de;Lenguas;Tasa de empleo;77,3
Total nacional;Murcia, Región de;Lenguas;Tasa de paro;6,6
Total nacional;Murcia, Región de;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de actividad;86,3
Total nacional;Murcia, Región de;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de empleo;73,8
Total nacional;Murcia, Región de;03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN;Tasa de paro;14,5
Total nacional;Murcia, Región de;Economía;Tasa de actividad;80,6
Total nacional;Murcia, Región de;Economía;Tasa de empleo;73,3
Total nacional;Murcia, Región de;Economía;Tasa de paro;9,0
Total nacional;Murcia, Región de;Psicología;Tasa de actividad;88,4
Total nacional;Murcia, Región de;Psicología;Tasa de empleo;71,0
Total nacional;Murcia, Región de;Psicología;Tasa de paro;19,7
Total nacional;Murcia, Región de;Ciencias sociales y del comportamiento (Otros estudios);Tasa de actividad;86,0
Total nacional;Murcia, Región de;Ciencias sociales y del comportamiento (Otros estudios);Tasa de empleo;83,0
Total nacional;Murcia, Región de;Ciencias sociales y del comportamiento (Otros estudios);Tasa de paro;3,5
Total nacional;Murcia, Región de;Periodismo y documentación;Tasa de actividad;84,9
Total nacional;Murcia, Región de;Periodismo y documentación;Tasa de empleo;71,6
Total nacional;Murcia, Región de;Periodismo y documentación;Tasa de paro;15,7
Total nacional;Murcia, Región de;04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO;Tasa de actividad;85,5
